x,y
24.0,464.3788797763478
50.0,2252.8752526248154
15.0,296.4821261550222
38.0,1338.5645208095877
87.0,7619.366708548679
36.0,1053.9031754706828
12.0,116.22773645910404
81.0,6522.72655342248
25.0,605.7579999822232
5.0,48.4878124845523
16.0,126.28305547088463
16.0,183.13943816555224
24.0,605.3193687990563
39.0,1552.3993813377604
54.0,2346.195124313973
60.0,3806.76699463963
26.0,725.1346431431728
73.0,4956.892961497231
29.0,860.8898258683239
31.0,640.5430472888715
68.0,4765.050248854536
87.0,7224.1240216531005
58.0,3253.915605572919
54.0,2559.570609774041
84.0,6893.602623830393
58.0,3255.561394202632
49.0,2300.049702048132
20.0,592.5458322247451
90.0,8965.227032743434
48.0,2307.813444802672
4.0,50.14514081213462
25.0,483.66561685413694
42.0,1791.9573010425966
0.0,0.10829986149405024
60.0,3834.4625088264474
93.0,8313.275277024391
39.0,1556.5849858634024
7.0,35.952850731989145
21.0,510.3153026210147
68.0,3743.04674516766
84.0,7229.7249991602
0.0,1.654595705732592
58.0,3836.9029916311174
19.0,482.2562461136022
36.0,1133.126334498692
19.0,310.09316672139227
59.0,3429.631574909581
51.0,2790.365216246294
19.0,490.0179072043737
33.0,1230.2327232360826
85.0,7428.409802859137
44.0,1817.5110396467924
5.0,16.795058329724952
59.0,3748.2540637345846
14.0,313.52990781492355
9.0,140.49658980825055
75.0,6436.935850064237
69.0,3924.936971938929
10.0,92.48399248979094
17.0,401.1198623119694
58.0,3813.1951772041202
74.0,5128.006855967215
21.0,565.0864101650271
51.0,2693.7574343473943
19.0,513.5089932253037
50.0,2502.8987667980896
24.0,712.246337866852
0.0,0.1420625796077862
12.0,46.327339630786675
75.0,5981.453946366397
21.0,835.3604075728723
64.0,4453.514952091056
5.0,0.5005713028831671
58.0,3257.839160363911
32.0,807.3856265058615
41.0,1976.9335791766928
7.0,55.64572164539757
4.0,5.367136476206603
5.0,24.29056751739224
49.0,2756.6028889945733
90.0,8315.81603162912
3.0,72.06591095383105
11.0,48.488549150801454
32.0,1022.7139777864821
83.0,6630.538808162519
25.0,511.82973026612376
83.0,6166.183614136088
26.0,666.00850439974
76.0,5403.840326273716
95.0,8422.73634306809
53.0,2422.474047013188
77.0,6480.967092906959
42.0,2505.639299588247
25.0,648.3605745092917
54.0,3060.4841443878663
55.0,3495.7051758613247
0.0,1.211511193945903
73.0,5181.150323568805
35.0,908.2185218707622
86.0,7036.571432895504
90.0,8083.81664504866
13.0,69.48313721038973
46.0,2292.8668841826657
46.0,2025.3576874937096
32.0,970.73657376786
8.0,84.46300517629697
71.0,5599.7309473123805
28.0,913.9602843466246
24.0,586.5667554179357
56.0,3349.1905501701162
49.0,2562.1094314378906
79.0,6189.708487750242
90.0,7436.769634203848
89.0,7939.539309158967
41.0,1871.9425003586587
27.0,711.968228075232
58.0,3535.9471270292406
26.0,835.2422677396543
31.0,979.7160417730558
70.0,5061.372919714267
71.0,4688.677802335103
39.0,1598.5913949628186
7.0,16.611951175999508
48.0,2290.4049545314924
56.0,2621.8395974349305
45.0,1930.4354785938738
41.0,1454.374844678057
3.0,12.778205783292902
37.0,1325.9790901224173
24.0,493.6877484580042
68.0,4036.2206414125526
47.0,2486.7204685873567
27.0,463.60118983565206
68.0,4103.312360197234
74.0,5009.171176599423
95.0,8493.004367580306
79.0,6597.109379722583
21.0,630.067262935128
95.0,8852.652224623844
54.0,2835.739468486081
56.0,3500.18557556615
80.0,5661.280956657486
26.0,796.5523107619144
25.0,641.7729110847818
8.0,40.50833304687418
95.0,9112.787552721345
94.0,7857.375366013426
54.0,3446.064155738523
7.0,46.45092137412505
99.0,9881.144631464915
36.0,1073.9051780371465
48.0,2214.519250401569
65.0,3664.2704548009083
42.0,1624.8395520115898
93.0,7996.334654812861
86.0,7537.9417211465425
26.0,682.0964056112236
51.0,2837.32811450245
100.0,9336.058021522254
94.0,9174.65325077168
6.0,36.569676274767446
24.0,598.9707572224617
75.0,5771.205035312053
7.0,14.664158912089855
53.0,2758.0391574035766
73.0,5300.5061802450955
16.0,199.0918448912817
80.0,6538.48039742438
77.0,5932.062246399889
89.0,7442.465354953534
80.0,5950.171483942624
55.0,2649.8295127763076
19.0,300.86898283488165
56.0,3332.5838363753164
47.0,1949.2484549884005
56.0,3509.807391064648
2.0,1.1093895127274231
82.0,7532.508012493708
57.0,3616.8579189038933
44.0,1939.7171936173754
26.0,601.3652087079015
52.0,2804.0260560733086
41.0,1862.9008372557716
44.0,2086.2627885675756
3.0,8.01314273741175
31.0,852.460825365974
97.0,9311.887937449337
21.0,508.2915981924582
17.0,404.3081110382894
7.0,16.284697326827647
61.0,3738.7948161316717
10.0,195.20662732643044
52.0,3063.102113651059
10.0,148.45988750034397
65.0,4096.099402843076
71.0,4944.738161971757
4.0,0.8777723290931323
24.0,357.7478226149021
26.0,570.058758868469
51.0,2263.6219413468034
42.0,1872.6052531943249
62.0,4419.961040418435
74.0,5734.435449784138
77.0,6495.785073576777
3.0,4.9991587125795425
50.0,2213.3778255015363
24.0,466.4025816805581
37.0,1080.8043935201636
58.0,3359.1100073060097
52.0,2729.811733973704
27.0,604.3174492544758
14.0,147.0335232572178
100.0,10003.160769722166
3530.15736917,
72.0,5482.932526568595
5.0,2.5983746363677156
71.0,4951.70652115134
54.0,2731.9769986003107
84.0,6910.366897829796
42.0,1905.1173924242444
54.0,2445.0902909182
74.0,5275.940541821766
54.0,2785.866306346307
53.0,3261.774988147006
78.0,6257.610976412958
97.0,10327.204617701882
49.0,2871.0886142846157
71.0,4750.1584089251655
48.0,2205.870542549755
51.0,2603.6964238351266
89.0,7313.796202171374
99.0,9903.60493861733
93.0,8956.56162614435
49.0,2188.703116213134
18.0,450.0006853735598
65.0,3407.3674401454127
83.0,7607.432500914934
100.0,10505.59111983044
41.0,1925.730270276649
52.0,2816.0595323301245
29.0,693.5136773835096
97.0,9706.208003561582
7.0,88.36935473278486
51.0,2802.6718689724835
58.0,2897.6913762217846
